충전소ID,충전소명,충전소주소,위도,경도
5880,해운대수목원,부산광역시 해운대구 석대동 419,35.22638805,129.1277287
5882,중리마을 공영주차장,경상남도 김해시 한림면 안곡리 296-1,35.29942683,128.8425069
5884,(전주거치형)호계교회앞,대구광역시 동구 신천동 344-5,35.87001308,128.6296497
5885,(전주거치형)상방복개천,울산광역시 북구 연암동 417-3,35.58091701,129.3637406
5886,(전주거치형)신명해수욕장,울산광역시 북구 신명동 286-6,35.64468648,129.4412597
5887,(전주거치형)무지개아파트2차 앞,울산광역시 북구 신천동 250-1,35.63547489,129.3514481
5888,(전주거치형)대송동 주민센터,울산광역시 동구 화정동 137-25,35.50268387,129.4189091
5889,(전주거치형)대하크리스탈,울산광역시 동구 화정동 850-11,35.49739144,129.4200835
5890,(전주거치형)주전동 548-2,울산광역시 동구 주전동 548-2,35.57138369,129.4523381
5891,(전주거치형)남목중학교,울산광역시 동구 서부동 568,35.5384136,129.4235619
5892,(전주거치형)전하2동,울산광역시 동구 전하동 692-9,35.50528511,129.4292433
5893,(전주거치형)전하1동,울산광역시 동구 전하동 544-215,35.51338123,129.4302367
5875,일산동구청 ev충전소,경기도 고양시 일산동구 마두동 815,37.65872,126.7749
5876,고양아람누리(고양문화재단) ev충전소,경기도 고양시 일산동구 마두동 816,37.6616,126.7746
5877,문발산업단지,경기도 파주시 신촌동 700,37.73075665,126.7089511
5878,지평면사무소 EV충전소,경기도 양평군 지평면 지평리 584-1,37.47407493,127.6390944
5872,세천로1길 노상주차장,대구광역시 달성군 다사읍 세천리 1670-7,35.8761,128.4632
5873,비산동 노상주차장,대구광역시 서구 비산동 2131-27,35.88489,128.5682
5868,한국전력공사 예천지사,경상북도 예천군 예천읍 백전리 101,36.66069371,128.4605362
5869,화동면 행정복지센터,경상북도 상주시 화동면 이소리 362-4,36.38960587,127.9541559
5870,회상나루관광단지,경상북도 상주시 중동면 회상리 769-1,36.44089903,128.2660868
5871,국제 승마장 관리사업소,경상북도 상주시 사벌국면 화달리 산 6-5,36.45928219,128.2320109
5867,서인천지사 업무용 EVC,인천광역시 서구 청라동 157-4,37.53384748,126.6449594
5863,인천전력관리처 공용,인천광역시 부평구 갈산동 90-1,37.51485098,126.7305618
5862,금정문화회관,부산광역시 금정구 구서동 481,35.24571411,129.0940958
5858,한국농어촌공사 정읍지사,전라북도 정읍시 농소동 48-73,35.58549179,126.8433024
5859,김제역 주차장,전라북도 김제시 신풍동 13-1,35.79334597,126.903144
5856,심학산공원,경기도 파주시 동패동 2117,37.707267,126.717806
5854,논산지사(업무용),충청남도 논산시 취암동 103-3,36.19305286,127.0990845
5855,부창동 공영주차장 초급속 충전소,충청남도 논산시 부창동 269-13,36.2038326,127.0791133
5852,문경시청,경상북도 문경시 모전동 220,36.58589472,128.1878656
5853,파주읍행정복지센터 전기차충전소,경기도 파주시 파주읍 파주리 146-1,37.8307496,126.8197553
5851,전라남도청,전라남도 무안군 삼향읍 남악리 1000,34.81629246,126.463058
5846,사립학교교직원연금공단,전라남도 나주시 빛가람동 348,35.02061898,126.7839632
5847,한국농어촌공사 밀양지사,경상남도 밀양시 내이동 1133,35.4923419,128.7421941
5848,국립식량과학원 남부작물부,경상남도 밀양시 내이동 1076-3,35.4923419,128.7421941
5849,단장면 표충사 공영주차장,경상남도 밀양시 단장면 구천리 2386,35.5312057,128.9431685
5850,아름동 공영주차타워,세종특별자치시 아름동 1352,36.5114035,127.2478548
5845,횡성탁구전용체육관,강원도 횡성군 횡성읍 북천리 126,37.48885834,127.9827853
5843,감일제1공영주차장,경기도 하남시 감이동 443-2,37.50863704,127.1549308
5844,논산시청 교통과,충청남도 논산시 대교동 203-97,36.2039974,127.0793339
5831,(전주거치형)논공중앙로34길노상주차장,대구광역시 달성군 논공읍 북리 1-134,35.72870107,128.4544771
5832,(전주거치형)논공중앙로 노상주차장,대구광역시 달성군 논공읍 북리 833-75,35.72788329,128.4492457
5833,(전주거치형)논공로15길 노상주차장,대구광역시 달성군 논공읍 남리 1142-15,35.72780887,128.4409996
5834,(전주거치형)금강로16길 노상주차장,대구광역시 달성군 논공읍 금포리 1313,35.77588511,128.4320909
5835,광명지사(업무용2),경기도 광명시 철산동 255,37.47664972,126.8658694
5837,호수공원실내수영장,경기도 안산시 상록구 사동 1513,37.30250726,126.8294172
5838,강옥순스포츠센터,경기도 안산시 단원구 초지동 673-1,37.29565947,126.7902181
5839,성호체육문화센터,경기도 안산시 상록구 일동 707,37.30931376,126.8674814
5840,탄방동 남선공원 전기차 충전소,대전광역시 서구 탄방동 1084,36.34835624,127.3991252
5841,복수동 서부경찰서,대전광역시 서구 복수동 292-14,36.30871984,127.3734364
5842,대전서부경찰서,대전광역시 서구 복수동 292-14,36.3086364,127.3728622
5818,인천지방법원,인천광역시 미추홀구 학익동 278-2,37.44345858,126.6665271
5820,우암동행정복지센터,부산광역시 남구 우암동 152-1,35.1250386,129.0769605
5822,(전주거치형)비슬로길 노상주차장,대구광역시 달성군 논공읍 남리 137-21,35.72778406,128.4349703
5823,구미시 평생학습원,경상북도 구미시 공단동 256-17,36.10574205,128.3842182
5824,금오공과대학교 본캠퍼스,경상북도 구미시 양호동 1,33,124
5825,금오공과대학교 신평캠퍼스,경상북도 구미시 신평동 188,33,124
5826,구미 세무서,경상북도 구미시 공단동 174,36.11182209,128.3850301
5827,환경자원화 시설,경상북도 구미시 산동읍 백현리 산 177-1,36.18336226,128.4782166
5828,대구보호관찰소 구미지소,경상북도 구미시 봉곡동 367,36.14644889,128.3089618
5829,구미 시립 봉곡도서관,경상북도 구미시 봉곡동 197,36.15339477,128.3080022
5830,장애인 종합 복지관,경상북도 구미시 형곡동 692,36.10645394,128.3299276
5814,동답 공영주차장,서울특별시 동대문구 답십리동 2-283,37.5693685,127.063534
5815,장영당길 공영주차장,서울특별시 동대문구 답십리동 484-45,37.5687281,127.0530157
5816,독도관리사무소,경상북도 울릉군 울릉읍 사동리 946,37.4601246,130.8735451
5808,황등면사무소,전라북도 익산시 황등면 황등리 905-19,36.00445703,126.9444659
5809,익산역골주차장,전라북도 익산시 송학동 93-2,35.93817768,126.9431561
5810,천안시 맑은물 사업본부,충청남도 천안시 동남구 신방동 719,36.78448531,127.1207506
5811,주산면사무소,전라북도 부안군 주산면 갈촌리 357-1,35.67206417,126.7107934
5812,포항북구보건소,경상북도 포항시 북구 장성동 1363-3,36.07053777,129.3799014
5802,4.3평화교육센터,제주특별자치도 제주시 봉개동 237-2,33.45330437,126.6197539
5803,농어업인회관,제주특별자치도 제주시 연동 313-105,33.48658118,126.4989474
5804,동복리체육센터,제주특별자치도 제주시 구좌읍 동복리 1717,33.54355429,126.7077667
5805,동대문중랑지사(공용),서울특별시 중랑구 묵동 181-4,37.60740496,127.0793415
5806,용담삼동공영주차장,제주특별자치도 제주시 용담삼동 1210-5,33.5174216,126.499324
5799,충청북도 남부출장소,충청북도 옥천군 옥천읍 문정리 331,36.302718,127.579942
5801,삼양축구장,제주특별자치도 제주시 삼양일동 745,33.53235934,126.597834
5796,장수동 136 노상공영주차장,인천광역시 남동구 장수동 136-3,37.45719902,126.7736713
5797,간석동 233-2 공영주차장,인천광역시 남동구 간석동 231-2,37.46920379,126.7051834
5798,수자원공사 한강유역본부 주차장,경기도 과천시 갈현동 649-1,37.42252032,126.9887055
5795,간석동 128-1 노상공영주차장,인천광역시 남동구 간석동 211-3,37.46441375,126.7084835
5788,하남면사무소,강원도 화천군 하남면 원천리 444-2,38.05780415,127.667965
5789,순천 팔마종합운동장,전라남도 순천시 연향동 752,34.9363589,127.5199157
5790,순천 농산물도매시장,전라남도 순천시 해룡면 월전리 9-1,34.9165303,127.5369593
5791,남선공원 공영주차장,대전광역시 서구 탄방동 1084,36.345974,127.397635
5792,서귀포시 상예동 다목적회관,제주특별자치도 서귀포시 상예동 1526-1,33.25357793,126.3894448
5793,신길역사 주차장,서울특별시 영등포구 신길동 53,37.51598096,126.9175344
5794,천곡동굴 제2주차장,강원도 동해시 천곡동 731-68,34,130
5784,의성국민체육센터,경상북도 의성군 단북면 노연리 1114,36.3923774,128.4281722
5785,양금동 행정복지센터,경상북도 김천시 황금동 129-14,36.11049288,128.1237371
5786,김천시 중앙보건지소,경상북도 김천시 남산동 28-18,36.11905058,128.1192829
5783,옥포국제시장주차장 4층,경상남도 거제시 옥포동 530-16,34.89408722,128.6921593
5780,함안군의회,경상남도 함안군 가야읍 말산리 212-1,35.27313772,128.407434
5781,홍천군 야구장,강원도 홍천군 홍천읍 결운리 9-4,37.72982407,127.932514
5782,홍천읍 장애인국민체육센터,강원도 홍천군 홍천읍 태학리 126-6,37.70658752,127.9060985
5771,강원혈액원,강원도 춘천시 퇴계동 862-3,37.84578417,127.7359646
5772,경상남도 교통문화연수원,경상남도 창원시 성산구 반림동 6-4,35.23684,128.6717
5773,경남지방병무청,경상남도 창원시 성산구 신월동 103-4,35.23396,128.6911
5774,곤양면 서부노인복지회관,경상남도 사천시 곤양면 서정리 998-1,35.05548563,127.958911
5775,상대동 행정복지센터,경상남도 진주시 상대동 299-3,35.1801652,128.1118315
5776,명석면사무소,경상남도 진주시 명석면 관지리 305-3,35.21936744,128.0403116
5777,진주전력지사,경상남도 진주시 상대동 33-78,35.18247396,128.1224239
5778,분당구청,경기도 성남시 분당구 수내동 1,37.38299509,127.1201684
5779,한국장애인고용공단,경기도 성남시 분당구 구미동 297-1,37.34811819,127.1227763
5770,서부경찰서 지상주차장,대구광역시 서구 평리동 1230-8,35.87181652,128.5584403
5769,성서용산시장공영주차장,대구광역시 달서구 용산동 448-9,35.85612123,128.5218551
5761,김포 솔터축구장,경기도 김포시 마산동 642-1,37.64128371,126.6518049
5762,김포 생활체육관,경기도 김포시 마산동 642-1,37.64033798,126.6439816
5763,김포 종합운동장,경기도 김포시 사우동 290,37.61782624,126.7206988
5760,인재개발원(공용),서울특별시 노원구 공릉동 170-2,37.63160225,127.0840149
5757,중복삭제,경기도 구리시 갈매동 583,37.63197201,127.1178322
5758,국민건강보험공단,경기도 구리시 갈매동 583,37.63198778,127.1178322
5755,충북도청,충청북도 청주시 상당구 문화동 89,36.63591261,127.4906379
5756,충주전력지사,충청북도 충주시 금릉동 187-7,36.99937362,127.9195547
5751,제천시교육지원청,충청북도 제천시 청전동 470,37.1464335,128.202298
5752,보은읍내지구대,충청북도 보은군 보은읍 이평리 103-2,33,124
5753,음성경찰서,충청북도 음성군 음성읍 신천리 172,36.92636403,127.6896645
5750,충청북도청주의료원,충청북도 청주시 서원구 사직동 554-6,36.64103994,127.4739673
5736,호원2동 행정복지센터 전기차충전소,경기도 의정부시 호원동 319-2,37.726221,127.042988
5733,한국전력공사 김포지사2,경기도 김포시 장기동 2083-1,37.63920826,126.6809468
5732,(전주거치형)수정터널인근,부산광역시 부산진구 가야동 335-1,35.15157658,129.0361581
5731,북포항지사(공용),경상북도 포항시 북구 흥해읍 약성리 121-2,36.1134556,129.3476568
5725,세종통합사옥 업무용 전기차 충전소2,세종특별자치시 소담동 568,36.48451612,127.3058452
5722,한국전력고령지점,경상북도 고령군 대가야읍 지산리 260-2,35.72407186,128.2643972
5723,한전달성전력지사,대구광역시 달성군 화원읍 구라리 1718-1,35.81005321,128.5104903
5717,전력연구원 안전점검용(테스트),대전광역시 유성구 문지동 103-16,36.391973,127.387964
5713,(전주거치형)박상진호수공원주차장,울산광역시 북구 송정동 1238-1,35.60822206,129.3725047
5714,(전주거치형)약수초교 앞,울산광역시 북구 중산동 1178-36,35.64784746,129.3414451
5712,대전충남직할(업무용),대전광역시 동구 용전동 9-7,36.358205,127.435381
5708,(전주거치형)구포동 주거지,부산광역시 북구 구포동 1251-2,35.1944808,129.0097813
5710,(전주거치형)병무청 뒤,부산광역시 수영구 망미동 987-24,35.17404556,129.103335
5706,중리공영주차장,경상남도 창원시 마산회원구 내서읍 중리 1041-2,35.24974912,128.5095787
5703,봉개동 공영주차장,제주특별자치도 제주시 봉개동 1854-3,33.49031067,126.5955778
5702,강동문화복지회관,경상북도 구미시 구평동 241-3,36.09058239,128.4546938
5701,(전주거치형)남산정 메가마트인근,부산광역시 북구 덕천동 364-3,35.2147321,129.0209645
5693,세종통합사옥 업무용 전기차 충전소,세종특별자치시 소담동 568,36.48487779,127.3059006
5691,익산지사 02,전라북도 익산시 팔봉동 850,35.96160586,127.0047862
5690,급속01,전라북도 남원시 향교동 140,35.416482,127.386581
5677,(전주거치형)석산리392-7,경상남도 양산시 동면 석산리 392,35.325597,129.033755
5678,(전주거치형)원동로 2035,경상남도 양산시 원동면 내포리 1135-2,35.406336,128.933057
5676,울산MBC,울산광역시 중구 학성동 409-1,35.56080452,129.3325853
5671,구랑리 철로자전거,경상북도 문경시 마성면 하내리 262-1,36.66142989,128.0989822
5668,남사 사양정사 주차장,경상남도 산청군 단성면 남사리 250-5,35.27381646,127.9381527
5669,묵곡생태공원,경상남도 산청군 단성면 묵곡리 942-1,35.28004028,127.9655985
5670,인제전통시장,강원도 인제군 인제읍 상동리 289,38.06726486,128.1714726
5648,부천지사,경기도 부천시 도당동 185-148,37.507352,126.786477
5646,통신전파진흥원 전기차충전소,전라남도 나주시 빛가람동 301,35.01995538,126.7947622
5647,죽림동 공영주차장 전기차충전소,전라남도 나주시 죽림동 39,35.032003,126.726323
5644,동대구지사(공용),대구광역시 동구 효목동 626,35.87451875,128.6407365
5645,한국농어촌공사 포항울릉지사,경상북도 포항시 북구 흥해읍 옥성리 62-2,36.1102159,129.345663
5642,정선군보건소,강원도 정선군 정선읍 봉양리 80-5,37.37975634,128.6710271
5643,영덕지사(공용),경상북도 영덕군 영덕읍 우곡리 286,36.41145,129.375104
5641,목포전력지사,전라남도 무안군 삼향읍 남악리 1961,34.8174,126.45793
5640,수선화시영연립주택 인근주차장,제주특별자치도 제주시 이도이동 1928-9,33.49469371,126.549729
5637,세종통합사옥 공용(소담동 568),세종특별자치시 소담동 570,36.48532046,127.3049416
5638,세종통합사옥 공용 전기차 충전소,세종특별자치시 소담동 570,36.48451612,127.3058452
5639,영등포 제1스포츠센터,서울특별시 영등포구 신길동 426-3,37.500314,126.906495
5636,삼화동 행정복지센터 전기차 충전소,강원도 동해시 이로동 183-2,33,124
5635,국제여객터미널_인천,인천광역시 연수구 송도동 300-3,37.4236458,126.6052785
5633,서산전력지사,충청남도 서산시 성연면 오사리 1646,36.82927132,126.4448255
5634,농업기술센터,인천광역시 강화군 불은면 삼성리 1027-42,37.703319,126.434468
5631,버티공영주차장,서울특별시 중구 신당동 432-1693,37.54906281,127.0062466
5630,내북면사무소,충청북도 보은군 내북면 창리 63-1,36.57801029,127.663733
5628,강원대학교,강원도 춘천시 효자동 192-1,37.87256837,127.7416903
5629,수자원공사 강천보 주차장,경기도 여주시 단현동 9,37.2775943,127.6788999
5626,장암변전소,경기도 의정부시 장암동 221-5,37.69777852,127.054665
5627,웅부공원 공영주차장,경상북도 안동시 동부동 85-3,36.565614,128.732862
5625,서울북부지검,서울특별시 도봉구 도봉동 626-20,37.67580718,127.0464901
5611,(전주거치형)남산동,부산광역시 금정구 남산동 91-10,35.26733971,129.0922488
5612,(전주거치형)구서동1,부산광역시 금정구 구서동 1032-6,35.25511133,129.0848045
5614,(전주거치형)구서동2,부산광역시 금정구 구서동 1026-7,35.25672545,129.0845464
5615,(전주거치형)장산로주거지2,부산광역시 해운대구 우동 1102-223,35.17139203,129.1412309
5616,(전주거치형)장산로주거지1,부산광역시 해운대구 우동 1102-223,35.17126027,129.1410381
5617,(전주거치형)신선천주거지1,부산광역시 해운대구 반여동 산 130-11,35.2028954,129.1352702
5618,(전주거치형)시민공원옆주거지,부산광역시 부산진구 범전동 68-21,35.16944387,129.0621525
5619,(전주거치형)전포동주거지,부산광역시 부산진구 전포동 190,35.15924461,129.0700974
5621,(전주거치형)범천동신암로1,부산광역시 부산진구 범천동 1090-12,35.15484232,129.0479748
5622,(전주거치형)범천동신암로2,부산광역시 부산진구 범천동 1090-12,35.15439747,129.0484354
5623,연안동 행정복지센터,인천광역시 중구 항동7가 58-70,37.45317598,126.6044538
5624,(전주거치형)신선천주거지2,부산광역시 해운대구 반여동 1575-5,35.20255815,129.1344654
5608,중앙하수처리장,전라남도 광양시 중동 308-124,34.92935842,127.6891769
5609,국립영천호국원,경상북도 영천시 고경면 청정리 700,35.97862122,129.1094064
5610,대창면문화센터,경상북도 영천시 대창면 대창리 1028,35.87528566,128.8936414
5605,한국국토정보공사본사,전라북도 전주시 덕진구 중동 800,35.838536,127.066247
5606,전북개발공사,전라북도 전주시 덕진구 장동 1112,33,124
5607,장수군농업기술센터,전라북도 장수군 장수읍 개정리 1225,35.6197,127.5125
5604,당리 다목적광장 EVC,경상북도 경산시 압량읍 당리리 471-1,35.81700009,128.7944956
5601,국립임실호국원,전라북도 임실군 강진면 백련리 551,35.5511927,127.1876189
5602,수도권119특수구조대,경기도 남양주시 별내동 2190-2,37.6711333,127.1107701
5603,동북지방통계청 포항사무소,경상북도 포항시 북구 용흥동 101-4,36.03482004,129.3566982
5599,평림생활체육공원,경상남도 통영시 평림동 471-3,34.85674078,128.397149
5600,거제대교 휴게소,경상남도 통영시 용남면 장평리 125-24,34.89060272,128.4712568
5597,남사스포츠센터,경기도 용인시 처인구 남사읍 완장리 952-4,37.157378,127.173768
5595,근로복지공단 충주지사,충청북도 충주시 봉방동 21-38,36.97299512,127.9219044
5596,충주시 농수산물도매시장,충청북도 충주시 목행동 426-4,37.00558781,127.9240083
5585,에코라운지,제주특별자치도 서귀포시 상예동 2676,33.26491167,126.3886066
5572,원주전력지사,강원도 원주시 호저면 만종리 683,37.35257591,127.9007029
5573,비금 전기버스충전소 1,전라남도 신안군 비금면 덕산리 105,34.75510308,125.9258661
5574,비금 전기버스충전소 2,전라남도 신안군 비금면 덕산리 105,34.75510308,125.9258661
5575,도초 전기버스충전소 2,전라남도 신안군 도초면 수항리 324-1,34.70303122,125.9551157
5571,한국전력공사 경인권물류센터,경기도 김포시 양촌읍 학운리 3973,37.6078355,126.603506
5568,구리시청,경기도 구리시 교문동 390-1,37.59472725,127.1308065
5569,교문동주차빌딩,경기도 구리시 교문동 736-3,37.59689992,127.1356625
5570,군포전력지사,경기도 군포시 도마교동 273,37.31230531,126.9171088
5566,강서2동 행정복지센터,충청북도 청주시 흥덕구 송절동 838,36.66609575,127.453721
5564,계양2동 행정복지센터,인천광역시 계양구 임학동 69-23,37.54376529,126.7371113
5565,부개역공영주차장,인천광역시 부평구 부개동 468,37.48903896,126.7393583
5563,서울의료원,서울특별시 중랑구 신내동 316,37.6128812,127.099434
5561,Green Pole(테스트1),부산광역시 부산진구 부전동 224-7,35.15253312,129.0613854
5562,Green Pole(테스트2),부산광역시 부산진구 부전동 224-7,35.15254359,129.0614218
5554,봉담2지구 생태체육공원 공영주차장,경기도 화성시 봉담읍 상리 716,37.22550756,126.9430326
5550,계양1동행정복지센터,인천광역시 계양구 장기동 130,37.57654995,126.7339706
5549,광주전력지사,광주광역시 북구 장등동 752-1,35.20892441,126.9335515
5548,한국전력공사 김포지사,경기도 김포시 장기동 2083-1,37.6392487,126.680907
5546,구즉동 행정복지센터,대전광역시 유성구 봉산동 294,36.44058725,127.3837022
5545,한국산업인력공단,대구광역시 달서구 갈산동 971-5,35.836122,128.506474
5544,남서울직할(영등포)지사,서울특별시 영등포구 문래동3가 80,37.51990363,126.8935148
5543,칠곡전력지사,경상북도 칠곡군 왜관읍 금산리 413,35.97007323,128.4061191
5539,아세안문화원,부산광역시 해운대구 좌동 1427,35.17521353,129.1819528
5540,과정공영주차장,부산광역시 연제구 연산동 1062-1,35.18703318,129.0988043
5538,청학2동 공영주차장,부산광역시 영도구 청학동 99-229,35.08917288,129.0623986
5523,곤지암 배수펌프장 공영주차장 충전소,경기도 광주시 곤지암읍 곤지암리 453-3,37.35072731,127.3377151
5515,통영전력지사,경상남도 통영시 정량동 271-1,34.84836336,128.4319931
5503,강림 건강복지센터,강원도 횡성군 강림면 강림리 803-2,37.36072853,128.1288868
5504,안흥찐빵모락모락마을,강원도 횡성군 안흥면 안흥리 1063,37.410166,128.15595
5506,(고속도로)문막휴게소 강릉방향,"강원도 원주시 문막읍 원문로 1234 (동화리, 문막하행휴게소)",37.33457628,127.8576477
5507,(고속도로)원주휴게소 춘천방향,"강원도 원주시 호저면 마근거리길 110 (옥산리, 원주(춘천방향)휴게소)",37.43397076,127.931616
5508,동면행정복지센터,강원도 춘천시 동면 지내리 209-15,37.91003759,127.7814248
5509,국립춘천숲체원,강원도 춘천시 신북읍 발산리 산 32-1,37.99173948,127.7677408
5510,강릉아이스아레나 주차장,강원도 강릉시 포남동 산 90-1,37.78014239,128.896548
5511,인제체육관,강원도 인제군 인제읍 남북리 817,38.05879351,128.1647633
5512,잼버리수련장,강원도 고성군 토성면 인흥리 714-2,38.22268821,128.4975009
5478,(고속도로)곡성휴게소 순천방향,전라남도 곡성군 겸면 가정리 산 96-6,35.25858245,127.1503218
5479,(고속도로)곡성휴게소 논산방향,전라남도 곡성군 겸면 가정리 348-18,35.25965783,127.1529226
5480,상주시청,경상북도 상주시 남성동 140-3,36.41143084,128.1593837
5481,남산근린공원주차장,경상북도 상주시 신봉동 산 1-5,36.4097659,128.1573077
5484,국민건강보험공단,"강원도 속초시 동해대로 4044 (조양동, 국민건강보험공단)",38.19013277,128.5924422
5485,(고속도로)춘천휴게소 부산방향,강원도 춘천시 동내면 사암리 산 121-1,37.81263676,127.7665396
5486,F1경기장 충전소,전라남도 영암군 삼호읍 삼포리 1904,34.73013071,126.4176848
5487,영암소방서,전라남도 영암군 삼호읍 나불리 338-3,34.76680672,126.4392367
5488,(고속도로)홍천휴게소 양양방향,강원도 홍천군 화촌면 군업리 산 240-5,37.75727183,128.0042463
5489,영월군청 전기차충전소,강원도 영월군 영월읍 하송리 242,37.184008,128.461842
5490,영월군공용주차장,강원도 영월군 영월읍 하송리 373-1,37.17886553,128.4585551
5491,강원지방기상청 춘천기상대,"강원도 춘천시 신북읍 장본1길 12 (산천리, 춘천기상대)",37.94758822,127.7548163
5492,강원지방기상청,강원도 강릉시 사천면 방동리 807-1,37.80407571,128.8539566
5493,(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 제비리 888,37.72263751,128.8516266
5494,(고속도로)평창휴게소 강릉방향,"강원도 평창군 용평면 경강로 2159-58 (이목정리, 평창하행휴게소)",37.60563321,128.452799
5495,대한석탄공사 도계광업소 급속 충전소,"강원도 삼척시 도계읍 도계로 225 (전두리, 대한석탄공사)",37.1351,129.0238
5496,한국남부발전 복지관 급속 충전소,강원도 삼척시 원덕읍 삼척로 734 (호산리),37.1037,129.2023
5498,태백 하나로마트,강원도 태백시 황지동 59-192,37.16571698,128.9861499
5499,동점동소방학교,강원도 태백시 동점동 산 2,37.10397403,129.0407082
5500,고한시장,강원도 정선군 고한읍 고한리 61-1,37.19952188,128.8553009
5502,태백국민체육센터,강원도 태백시 황지동 244-52,37.16269423,128.9853556
5431,검준일반산업단지,경기도 양주시 남면 상수리 667-10,37.8864719,126.995745
5432,포천종합체육관 탁구장,경기도 포천시 군내면 용정리 321,37.88691409,127.2003665
5433,포천종합운동장 본관,경기도 포천시 군내면 구읍리 691,37.88849712,127.2007523
5434,(고속도로)구리남양주 행복드림쉼터,경기도 구리시 토평동 86,37.59026369,127.1560594
5435,서창동 주민센터,광주광역시 서구 세하동 553-1,35.11449286,126.8302658
5436,영등포구청 환승공영주차장,서울특별시 영등포구 당산동3가 370-4,37.5244906,126.8957236
5437,(고속도로)오수휴게소 완주방향,전라북도 임실군 오수면 대명리 783-16,35.53909252,127.3109122
5438,동천동 주민센터,광주광역시 서구 동천동 611,35.1708899,126.8646702
5439,(고속도로)지리산휴게소 대구방향,전라북도 남원시 아영면 아곡리 446-6,35.480858,127.56624
5440,제주교도소,제주특별자치도 제주시 오라이동 161,33.46281013,126.5146844
5441,영양고추유통공사 충전소,경상북도 영양군 일월면 가곡리 162-1,36.7273,129.087157
5443,(고속도로)백양사휴게소 순천방향,전라남도 장성군 북이면 모현리 68-1,35.39402661,126.8053132
5444,(고속도로)백양사휴게소 천안방향,전라남도 장성군 북일면 박산리 158,35.39301053,126.8070957
5445,테크노파크 용암해수센터,제주특별자치도 제주시 구좌읍 한동리 4849-9,33.54108942,126.816158
5446,제주해녀박물관,제주특별자치도 제주시 구좌읍 하도리 3204-1,33.52321701,126.8627389
5447,제주소년원,제주특별자치도 제주시 애월읍 소길리 산194-5,33.40838097,126.3860662
5448,나로우주센터 우주과학관,전라남도 고흥군 봉래면 예내리 480,34.454651,127.517761
5449,옥곡면사무소,전라남도 광양시 옥곡면 신금리 1377-8,34.98958848,127.6984984
5450,제주국가생약자원관리센터,제주특별자치도 서귀포시 상효동 2072,33.30558316,126.5704046
5451,옥룡문화센터,전라남도 광양시 옥룡면 운평리 243,35.017135,127.618337
5452,진상문화센터,전라남도 광양시 진상면 섬거리 295-17,35.01934642,127.7201497
5453,마동생태공원,전라남도 광양시 마동 654-1,34.94983358,127.6987058
5454,의성지사(공용),경상북도 의성군 의성읍 원당리 474-1,36.34837,128.673582
5455,(고속도로)섬진강휴게소 순천방향,전라남도 광양시 진월면 신아리 220-1,34.98494482,127.768634
5456,(고속도로)섬진강휴게소 부산방향,전라남도 광양시 진월면 신아리 1192-1,34.98471249,127.770362
5457,전라남도 환경산업진흥원,전라남도 강진군 성전면 송학리 835,34.67849034,126.7363136
5458,북평면행정복지센터,강원도 정선군 북평면 북평리 221-3,37.44892078,128.6700025
5459,(주)케이에이치씨,전라남도 강진군 성전면 송학리 839,34.67818937,126.7367783
5460,고흥교육지원청,전라남도 고흥군 고흥읍 등암리 326-1,34.596689,127.277924
5461,금당면사무소,전라남도 완도군 금당면 차우리 680,34.42974515,127.0711865
5462,(고속도로)보성녹차휴게소 순천방향,전라남도 보성군 겸백면 수남리 385-3,34.80882173,127.1824333
5463,(고속도로)보성녹차휴게소 영암방향,전라남도 보성군 미력면 화방리 산 196-7,34.813902,127.127522
5464,예당도서관 전기차 충전소,전라남도 보성군 득량면 예당리 373,34.77977998,127.1968167
5465,영양군 골프연습장 충전소,경상북도 영양군 영양읍 감천리 1,36.64583259,129.1018214
5466,나라키움원주청사,강원도 원주시 반곡동 1858-5,37.32653907,127.9787138
5467,한국농어촌공사 보성지사 전기차 충전소,전라남도 보성군 보성읍 보성리 31-1,34.77015772,127.0903458
5468,간현관광지,강원도 원주시 지정면 간현리 1056-24,37.3633911,127.8359669
5469,LX국토정보공사 고흥지사,전라남도 고흥군 고흥읍 남계리 404-2,34.6138198,127.2893225
5470,건강보험공단 고흥보성지사,전라남도 고흥군 고흥읍 남계리 1046,34.60651343,127.2807388
5471,한국농어촌공사 고흥지사,전라남도 고흥군 고흥읍 등암리 1201,34.59397469,127.2726628
5472,구교리 소공원 전기차충전소,전라남도 해남군 해남읍 구교리 526-4,34.5790709,126.5881325
5473,북평면종합복지회관,강원도 정선군 북평면 북평리 223,37.4494588,128.6705004
5474,북평면지역아동센터 옆,강원도 정선군 북평면 북평리 691,37.4485205,128.6654906
5475,태영합자회사,강원도 정선군 정선읍 덕송리 536-5,37.39998084,128.6660049
5476,정선국토관리사무소,강원도 정선군 정선읍 신월리 981,37.36933865,128.684573
5477,아리아리펜션,강원도 정선군 정선읍 신월리 289-5,37.37177375,128.695264
5419,소솜갤러리,전라남도 장흥군 관산읍 삼산리 1564-2,34.51130852,126.970352
5420,대덕읍사무소,전라남도 장흥군 대덕읍 신월리 118-6,34.49905998,126.8884458
5421,한국수자원공사,전라남도 장흥군 장흥읍 건산리 208-11,34.67640837,126.9110355
5423,영종역 공영주차장,인천광역시 중구 운북동 465-37,37.510981,126.524317
